respond,gift,resplast,weekslast,propresp,mailsyear,giftlast,avggift,lgift,lavggift
1,25,1,13.14286,.5,2.5,25,31.25,3.218876,3.442019
1,25,0,26.14286,.222222,2.25,15,20,3.218876,2.995732
0,0,0,26.14286,.555556,2.25,10,9,,2.197225
0,0,0,51.28571,.5,2.5,10,10,,2.302585
1,10,0,26.14286,.444444,2.25,10,10,2.302585,2.302585
1,10,0,51.28571,.444444,2.25,10,10,2.302585,2.302585
1,10,1,13.14286,.444444,2.25,10,10,2.302585,2.302585
1,10,1,13.14286,.333333,2.25,10,10,2.302585,2.302585
0,0,0,143,.1,2.5,50,50,,3.912023
0,0,0,26.14286,.2,2.5,25,25,,3.218876
1,10,1,13.14286,.333333,2.25,15,13.33333,2.302585,2.590267
1,10,1,13.14286,.4,2.5,10,10,2.302585,2.302585
0,0,0,26.14286,.9,2.5,10,5.5,,1.704748
0,0,0,26.14286,.3,2.5,10,16.66667,,2.813411
0,0,1,13.14286,.555556,2.25,10,10,,2.302585
0,0,0,103.8571,.5,2.5,10,10,,2.302585
0,0,0,65.42857,.5,2.5,10,10,,2.302585
0,0,1,13.14286,.555556,2.25,10,10,,2.302585
1,15,0,65.42857,.3,2.5,10,11.66667,2.70805,2.456736
1,5,0,39.28571,.777778,2.25,5,6.5,1.609438,1.871802
1,10,0,51.28571,.4,2.5,10,10,2.302585,2.302585
0,0,0,26.14286,.3,2.5,10,16.66667,,2.813411
0,0,0,26.14286,.555556,2.25,10,10,,2.302585
0,0,0,103.8571,.3,2.5,15,16.66667,,2.813411
0,0,1,13.14286,.555556,2.25,10,10,,2.302585
0,0,1,13.14286,.444444,2.25,10,10,,2.302585
0,0,0,65.42857,.5,2.5,10,10,,2.302585
1,10,1,13.14286,.444444,2.25,10,10,2.302585,2.302585
0,0,0,26.14286,.5,2.5,10,10,,2.302585
0,0,0,65.42857,.222222,2.25,25,25,,3.218876
0,0,0,77.14286,.5,2.5,10,10,,2.302585
0,0,0,26.14286,.555556,2.25,10,10,,2.302585
0,0,0,51.28571,.6,2.5,5,8.333333,,2.120264
0,0,0,103.8571,.4,2.5,15,12.5,,2.525729
0,0,0,129.1429,.2,2.5,25,25,,3.218876
0,0,1,13.14286,.5,2.5,10,10,,2.302585
1,10,0,51.28571,.4,2.5,10,10,2.302585,2.302585
0,0,0,26.14286,.555556,2.25,10,10,,2.302585
0,0,0,103.8571,.5,2.5,10,10,,2.302585
1,10,0,51.28571,.4,2.5,10,10,2.302585,2.302585
1,10,0,51.28571,.555556,2.25,10,11,2.302585,2.397895
0,0,0,65.42857,.444444,2.25,10,9.25,,2.224623
0,0,0,51.28571,.444444,2.25,10,11.25,,2.420368
0,0,1,13.14286,.444444,2.25,10,12.5,,2.525729
0,0,0,26.14286,.444444,2.25,20,12.5,,2.525729
1,10,0,51.28571,.4,2.5,10,10,2.302585,2.302585
1,10,1,13.14286,.444444,2.25,10,10,2.302585,2.302585
0,0,0,77.14286,.5,2.5,10,10,,2.302585
0,0,0,103.8571,.222222,2.25,25,25,,3.218876
0,0,0,143,.2,2.5,25,25,,3.218876
1,5,1,13.14286,.888889,2.25,5,5,1.609438,1.609438
1,10,1,13.14286,.444444,2.25,10,10,2.302585,2.302585
0,0,0,103.8571,.222222,2.25,25,22.5,,3.113515
0,0,0,103.8571,.2,2.5,20,22.5,,3.113515
0,0,1,13.14286,.3,2.5,25,15,,2.70805
0,0,0,143,.3,2.5,15,15,,2.70805
0,0,0,51.28571,.3,2.5,10,15,,2.70805
0,0,0,120.1429,.2,2.5,25,25,,3.218876
0,0,0,103.8571,.2,2.5,25,25,,3.218876
1,10,1,13.14286,.4,2.5,10,10,2.302585,2.302585
0,0,1,13.14286,.6,2.5,5,8.333333,,2.120264
0,0,1,13.14286,.333333,2.25,15,16.66667,,2.813411
1,10,1,13.14286,.4,2.5,10,10,2.302585,2.302585
0,0,0,129.1429,.1,2.5,50,50,,3.912023
1,10,0,51.28571,.4,2.5,10,10,2.302585,2.302585
1,10,0,26.14286,.444444,2.25,10,10,2.302585,2.302585
0,0,0,143,.222222,2.25,25,25,,3.218876
0,0,0,129.1429,.2,2.5,25,25,,3.218876
1,5,1,13.14286,.666667,2.25,5,6.666667,1.609438,1.89712
1,10,0,51.28571,.444444,2.25,10,10,2.302585,2.302585
1,10,0,65.42857,.444444,2.25,10,10,2.302585,2.302585
0,0,1,13.14286,.444444,2.25,10,10,,2.302585
0,0,0,90,.2,2.5,25,25,,3.218876
0,0,1,13.14286,.555556,2.25,10,10,,2.302585
0,0,0,77.14286,.5,2.5,10,10,,2.302585
0,0,1,13.14286,.444444,2.25,10,10,,2.302585
0,0,1,13.14286,.5,2.5,10,10,,2.302585
0,0,0,65.42857,.5,2.5,10,10,,2.302585
1,10,1,13.14286,.5,2.5,10,10,2.302585,2.302585
1,10,1,13.14286,.4,2.5,10,10,2.302585,2.302585
1,15,0,51.28571,.3,2.5,15,15,2.70805,2.70805
1,10,0,26.14286,.555556,2.25,10,10,2.302585,2.302585
1,10,0,77.14286,.5,2.5,10,10,2.302585,2.302585
1,10,0,51.28571,.444444,2.25,10,10,2.302585,2.302585
0,0,0,143,.3,2.5,10,20,,2.995732
1,15,0,65.42857,.3,2.5,15,15,2.70805,2.70805
0,0,0,103.8571,.3,2.5,20,20,,2.995732
1,10,1,13.14286,.444444,2.25,10,10,2.302585,2.302585
1,10,1,13.14286,.555556,2.25,10,9.4,2.302585,2.24071
1,20,0,65.42857,.444444,2.75,10,10,2.995732,2.302585
0,0,1,13.14286,.333333,2.25,25,20,,2.995732
0,0,0,26.14286,.555556,2.25,10,10,,2.302585
0,0,0,26.14286,.444444,2.25,15,15,,2.70805
0,0,1,13.14286,.666667,2.25,10,10,,2.302585
1,10,0,26.14286,.5,2.5,10,10,2.302585,2.302585
0,0,0,51.28571,.4,2.5,15,15,,2.70805
0,0,0,77.14286,.6,2.5,10,10,,2.302585
1,10,0,26.14286,.555556,2.25,10,10,2.302585,2.302585
0,0,0,51.28571,.3,2.5,10,15,,2.70805
1,10,0,26.14286,.5,2.5,10,10,2.302585,2.302585
0,0,1,13.14286,.6,2.5,10,10,,2.302585
1,10,0,26.14286,.444444,2.25,10,9.25,2.302585,2.224623
0,0,0,39.28571,.666667,2.25,10,10,,2.302585
1,10,0,120.1429,.444444,2.25,10,10,2.302585,2.302585
0,0,0,39.28571,.6,2.5,10,10,,2.302585
1,10,1,13.14286,.5,2.5,10,10,2.302585,2.302585
0,0,0,120.1429,.4,2.5,15,15,,2.70805
0,0,0,26.14286,.6,2.5,10,10,,2.302585
0,0,1,13.14286,.333333,2.25,25,16.66667,,2.813411
0,0,0,26.14286,.555556,2.25,10,10,,2.302585
1,10,0,51.28571,.5,2.5,10,10,2.302585,2.302585
1,10,0,65.42857,.5,2.5,10,10,2.302585,2.302585
1,10,0,26.14286,.5,2.5,10,10,2.302585,2.302585
0,0,0,26.14286,.6,2.5,10,10,,2.302585
1,10,1,13.14286,.5,2.5,10,10,2.302585,2.302585
1,5,1,26.14286,1,2.25,5,5,1.609438,1.609438
0,0,1,13.14286,.444444,2.25,15,11.25,,2.420368
0,0,0,51.28571,.5,2.5,10,10,,2.302585
0,0,0,65.42857,.5,2.5,10,10,,2.302585
0,0,0,143,.2,2.5,25,25,,3.218876
0,0,1,13.14286,.444444,2.25,10,10.5,,2.351375
1,10,0,51.28571,.5,2.5,10,8.4,2.302585,2.128232
0,0,0,51.28571,.444444,2.25,10,12.5,,2.525729
0,0,0,51.28571,.5,2.5,10,10,,2.302585
1,10,0,26.14286,.444444,2.25,10,10,2.302585,2.302585
0,0,0,143,.222222,2.25,25,25,,3.218876
0,0,0,51.28571,.333333,2.25,25,20,,2.995732
0,0,0,143,.2,2.5,25,25,,3.218876
0,0,0,51.28571,.444444,2.75,10,13.75,,2.621039
0,0,0,143,.2,2.5,25,25,,3.218876
0,0,1,13.14286,.555556,2.25,10,10,,2.302585
0,0,0,65.42857,.2,2.5,25,25,,3.218876
1,10,0,51.28571,.444444,2.25,10,10,2.302585,2.302585
0,0,0,103.8571,.2,2.5,25,25,,3.218876
1,15,1,13.14286,.444444,2.25,10,10,2.70805,2.302585
0,0,0,39.28571,.6,2.5,10,9.166667,,2.215574
0,0,0,26.14286,.444444,2.25,10,13.75,,2.621039
0,0,1,13.14286,.222222,2.25,25,27.5,,3.314186
0,0,0,26.14286,.444444,2.25,10,13.75,,2.621039
0,0,0,103.8571,.222222,2.25,25,25,,3.218876
1,5,1,13.14286,1,2.25,5,5,1.609438,1.609438
1,10,0,77.14286,.5,2.5,10,9,2.302585,2.197225
1,10,0,65.42857,.3,2.5,10,15,2.302585,2.70805
0,0,0,120.1429,.3,2.5,5,18.33333,,2.908721
0,0,1,13.14286,.777778,2.25,5,6.5,,1.871802
1,10,0,77.14286,.222222,2.25,10,10,2.302585,2.302585
0,0,0,143,.2,2.5,25,27.5,,3.314186
1,10,0,26.14286,.777778,2.25,10,5.75,2.302585,1.7492
0,0,0,120.1429,.333333,2.25,25,18.33333,,2.908721
0,0,1,26.14286,.444444,2.25,10,10,,2.302585
1,5,1,13.14286,1,2.5,5,5,1.609438,1.609438
0,0,0,77.14286,.5,2.5,10,11,,2.397895
0,0,0,26.14286,.555556,2.25,10,11,,2.397895
1,10,0,51.28571,.333333,2.25,10,11.66667,2.302585,2.456736
0,0,1,13.14286,.5,2,25,16.25,,2.788093
1,10,0,51.28571,.5,2,10,10,2.302585,2.302585
1,5,0,143,.333333,2.25,2,2,1.609438,.6931472
0,0,0,103.8571,.111111,2.25,10,10,,2.302585
0,0,0,129.1429,.333333,2.25,5,5,,1.609438
0,0,0,129.1429,.333333,2.25,5,5,,1.609438
0,0,0,103.8571,.111111,2.25,15,15,,2.70805
0,0,0,143,.222222,2.25,7,7,,1.94591
0,0,0,129.1429,.333333,2.25,2,4,,1.386294
0,0,0,51.28571,.444444,2.25,2,2.75,,1.011601
0,0,0,129.1429,.222222,2.25,5,5,,1.609438
0,0,0,51.28571,.222222,2.25,5,5,,1.609438
0,0,0,143,.333333,2.25,5,5,,1.609438
0,0,0,103.8571,.111111,2.25,10,10,,2.302585
0,0,0,65.42857,.222222,2.25,2,5,,1.609438
0,0,0,120.1429,.111111,2.25,10,10,,2.302585
0,0,0,51.28571,.111111,2.25,10,10,,2.302585
0,0,0,51.28571,.222222,2.25,5,5,,1.609438
0,0,0,129.1429,.111111,2.25,15,15,,2.70805
0,0,0,129.1429,.333333,2.25,5,5,,1.609438
0,0,0,65.42857,.222222,2.25,10,10,,2.302585
1,2,1,13.14286,.888889,2.25,2,2,.6931472,.6931472
1,2,1,13.14286,.777778,2.25,2,2,.6931472,.6931472
1,2,0,51.28571,.444444,2.25,2,2,.6931472,.6931472
0,0,0,51.28571,.444444,2.25,5,5,,1.609438
0,0,0,51.28571,.222222,2.25,10,10,,2.302585
0,0,0,65.42857,.222222,2.25,10,10,,2.302585
0,0,0,51.28571,.25,2,10,10,,2.302585
0,0,0,51.28571,.444444,2.25,5,4.5,,1.504077
0,0,0,143,.111111,2.25,15,15,,2.70805
0,0,0,51.28571,.444444,2.25,5,4.25,,1.446919
0,0,0,120.1429,.333333,2.25,5,5,,1.609438
0,0,0,65.42857,.333333,2.25,5,5,,1.609438
0,0,0,103.8571,.333333,2.25,5,5,,1.609438
0,0,0,120.1429,.222222,2.25,5,7.5,,2.014903
1,5,0,103.8571,.222222,2.25,5,5,1.609438,1.609438
0,0,0,26.14286,.222222,2.25,5,7.5,,2.014903
0,0,0,103.8571,.444444,2.25,2,2,,.6931472
0,0,0,103.8571,.222222,2.25,5,5,,1.609438
0,0,1,13.14286,.571429,1.75,100,43.75,,3.778491
0,0,1,13.14286,.571429,1.75,50,37.5,,3.624341
1,50,1,13.14286,.428571,1.75,50,33.33333,3.912023,3.506558
1,25,1,13.14286,1,1.75,25,28.5,3.218876,3.349904
1,50,0,26.14286,.428571,1.75,50,50,3.912023,3.912023
1,50,1,51.28571,.625,2,50,40,3.912023,3.688879
1,25,1,26.14286,.875,2,25,28.5,3.218876,3.349904
1,50,1,51.28571,1,2,25,21.25,3.912023,3.056357
1,20,1,26.14286,1,2,30,23.75,2.995732,3.167583
1,2,1,13.14286,1,2.25,2,2,.6931472,.6931472
1,50,0,103.8571,.375,2,50,50,3.912023,3.912023
1,100,1,26.14286,.375,2,100,58.33333,4.60517,4.066174
0,0,1,51.28571,1,2,25,25,,3.218876
1,25,0,26.14286,.857143,1.75,25,21.66667,3.218876,3.075775
0,0,1,13.14286,.571429,1.75,40,43.75,,3.778491
1,25,1,13.14286,.75,2,25,25,3.218876,3.218876
1,25,0,39.28571,.75,2,25,25,3.218876,3.218876
1,50,1,51.28571,.875,2,30,30.75,3.912023,3.42589
1,50,1,51.28571,.75,2,40,34.16667,3.912023,3.53125
0,0,0,195,.111111,2.25,7,7,,1.94591
1,50,1,51.28571,.75,2,50,83.33334,3.912023,4.422849
0,0,0,51.28571,.428571,1.75,200,133.3333,,4.892852
0,0,0,51.28571,.444444,2.25,5,5,,1.609438
0,0,0,103.8571,.333333,2.25,2,2,,.6931472
0,0,1,13.14286,.666667,2.25,1,1,,0
0,0,0,65.42857,.111111,2.25,5,5,,1.609438
0,0,0,65.42857,.111111,2.25,4,4,,1.386294
1,10,0,143,.285714,1.75,10000,5005,2.302585,8.518192
1,50,1,13.14286,.571429,1.75,50,50,3.912023,3.912023
1,100,1,26.14286,.857143,1.75,50,58.33333,4.60517,4.066174
1,50,1,51.28571,1,2,25,31.25,3.912023,3.442019
1,150,0,51.28571,.142857,1.75,150,150,5.010635,5.010635
1,100,1,13.14286,.428571,1.75,100,100,4.60517,4.60517
0,0,0,51.28571,.5,2,100,100,,4.60517
1,50,1,51.28571,.875,2,50,44.25,3.912023,3.789855
1,50,1,51.28571,.5,2,50,62.5,3.912023,4.135167
0,0,0,103.8571,.222222,2.25,5,3.5,,1.252763
0,0,0,143,.222222,2.25,10,10,,2.302585
0,0,1,13.14286,.222222,2.25,10,12.5,,2.525729
0,0,0,143,.222222,2.25,10,10,,2.302585
1,2,0,51.28571,.444444,2.25,2,4.75,.6931472,1.558145
0,0,0,51.28571,.222222,2.25,10,10,,2.302585
0,0,1,13.14286,.444444,2.25,7,6,,1.791759
0,0,0,51.28571,.444444,2.25,5,5.5,,1.704748
1,7,0,65.42857,.222222,2.25,5,7.5,1.94591,2.014903
0,0,0,143,.333333,2.25,2,7.333333,,1.99243
0,0,0,129.1429,.222222,2.25,12,11,,2.397895
0,0,0,65.42857,.333333,2.25,7,7,,1.94591
0,0,0,129.1429,.222222,2.25,10,10,,2.302585
1,2,1,13.14286,1,2,2,2,.6931472,.6931472
1,5,0,51.28571,.444444,2.25,5,5,1.609438,1.609438
0,0,1,13.14286,.222222,2.25,10,10,,2.302585
0,0,0,103.8571,.333333,2.25,10,6.666667,,1.89712
0,0,0,143,.222222,2.25,10,10,,2.302585
0,0,1,13.14286,.222222,2.25,10,10,,2.302585
0,0,0,129.1429,.222222,2.25,10,10,,2.302585
0,0,0,65.42857,.111111,2.25,25,25,,3.218876
0,0,0,143,.333333,2.25,10,8.333333,,2.120264
0,0,0,51.28571,.571429,1.75,25,31.25,,3.442019
0,0,1,13.14286,.222222,2.25,15,12.5,,2.525729
0,0,1,13.14286,.5,2,5,5,,1.609438
0,0,0,65.42857,.222222,2.25,10,10,,2.302585
1,5,1,13.14286,.444444,2.25,5,5,1.609438,1.609438
0,0,0,103.8571,.111111,2.25,25,25,,3.218876
0,0,0,143,.111111,2.25,25,25,,3.218876
0,0,0,65.42857,.555556,2.25,5,5,,1.609438
1,5,0,65.42857,.333333,2.25,5,6.666667,1.609438,1.89712
0,0,0,158,.111111,2.25,25,25,,3.218876
0,0,0,65.42857,.111111,2.25,25,25,,3.218876
0,0,0,143,.333333,2.25,10,8.333333,,2.120264
0,0,0,51.28571,.555556,2.25,5,5,,1.609438
1,5,1,13.14286,.444444,2.25,5,5,1.609438,1.609438
0,0,0,195,.111111,2.25,25,25,,3.218876
0,0,0,51.28571,.555556,2.25,5,5,,1.609438
0,0,1,13.14286,.555556,2.25,5,5,,1.609438
0,0,0,120.1429,.222222,2.25,10,10,,2.302585
0,0,0,143,.333333,2.25,5,6.666667,,1.89712
0,0,0,143,.222222,2.25,10,10,,2.302585
0,0,0,129.1429,.222222,2.25,10,10,,2.302585
0,0,0,143,.333333,2.25,10,6.666667,,1.89712
0,0,0,103.8571,.222222,2.25,10,10,,2.302585
0,0,0,129.1429,.222222,2.25,10,10,,2.302585
0,0,0,143,.222222,2.25,10,10,,2.302585
0,0,0,26.14286,.444444,2.25,5,5,,1.609438
0,0,0,51.28571,.222222,2.25,10,10,,2.302585
0,0,0,90,.444444,2.25,5,5,,1.609438
0,0,0,65.42857,.714286,1.75,25,30,,3.401197
0,0,0,51.28571,.444444,2.25,5,5,,1.609438
0,0,0,65.42857,.222222,2.25,10,10,,2.302585
0,0,0,51.28571,.444444,2.25,5,5,,1.609438
0,0,0,143,.222222,2.25,10,10,,2.302585
0,0,0,143,.222222,2.25,10,10,,2.302585
0,0,0,103.8571,.222222,2.25,10,10,,2.302585
0,0,0,129.1429,.222222,2.25,10,10,,2.302585
0,0,0,129.1429,.222222,2.25,10,10,,2.302585
0,0,0,143,.222222,2.25,10,10,,2.302585
0,0,0,65.42857,.222222,2.25,10,10,,2.302585
0,0,0,143,.222222,2.25,10,10,,2.302585
0,0,1,13.14286,.444444,2.25,5,5,,1.609438
1,5,0,65.42857,.375,2,5,5,1.609438,1.609438
0,0,0,65.42857,.222222,2.25,10,10,,2.302585
0,0,0,103.8571,.111111,2.25,20,20,,2.995732
0,0,0,143,.222222,2.25,10,10,,2.302585
0,0,1,13.14286,.333333,2.25,10,6.666667,,1.89712
0,0,0,143,.222222,2.25,10,10,,2.302585
0,0,0,129.1429,.222222,2.25,10,10,,2.302585
0,0,0,143,.222222,2.25,10,10,,2.302585
0,0,0,51.28571,.222222,2.25,10,10,,2.302585
0,0,1,13.14286,.444444,2.25,5,5,,1.609438
0,0,0,103.8571,.222222,2.25,10,10,,2.302585
0,0,0,120.1429,.222222,2.25,10,10,,2.302585
0,0,1,13.14286,.25,2,10,10,,2.302585
0,0,0,103.8571,.222222,2.25,10,10,,2.302585
0,0,0,51.28571,.222222,2.25,10,10,,2.302585
1,30,0,26.14286,.428571,1.75,50,41.66667,3.401197,3.729702
0,0,0,103.8571,.272727,2.75,10,8.333333,,2.120264
0,0,0,103.8571,.857143,1.75,10,8,,2.079442
0,0,0,51.28571,.25,2,30,27.5,,3.314186
0,0,1,51.28571,.375,2,25,20,,2.995732
1,10,1,13.14286,.75,2,10,8.333333,2.302585,2.120264
1,10,1,51.28571,.625,2,10,10,2.302585,2.302585
1,5,1,51.28571,1,2,5,6.833333,1.609438,1.921813
0,0,1,13.14286,.714286,1.75,10,10,,2.302585
1,10,1,26.14286,.625,2,10,10,2.302585,2.302585
1,15,0,65.42857,.375,2,15,13.33333,2.70805,2.590267
0,0,0,39.28571,.571429,1.75,10,11.25,,2.420368
1,25,0,65.42857,.25,2,25,17.5,3.218876,2.862201
0,0,0,103.8571,.285714,1.75,15,20,,2.995732
1,10,1,13.14286,.714286,1.75,10,9,2.302585,2.197225
1,10,1,26.14286,.5,2,10,11.25,2.302585,2.420368
1,10,1,26.14286,.714286,1.75,10,9,2.302585,2.197225
1,15,0,26.14286,.5,2,10,10,2.70805,2.302585
0,0,1,13.14286,.714286,1.75,10,10,,2.302585
1,20,0,51.28571,.285714,1.75,20,20,2.995732,2.995732
0,0,1,13.14286,.428571,1.75,15,21.66667,,3.075775
1,10,1,13.14286,.625,2,10,11,2.302585,2.397895
0,0,0,77.14286,.428571,1.75,25,20,,2.995732
0,0,1,13.14286,.75,2,10,9,,2.197225
0,0,0,26.14286,.428571,1.75,15,21.66667,,3.075775
1,10,0,26.14286,.625,2,10,11,2.302585,2.397895
0,0,0,120.1429,.375,2,25,21.66667,,3.075775
1,15,1,13.14286,.428571,1.75,20,16.66667,2.70805,2.813411
1,15,1,13.14286,.625,2,10,10,2.70805,2.302585
1,10,1,13.14286,.625,2,10,10,2.302585,2.302585
1,10,1,26.14286,.714286,1.75,10,9,2.302585,2.197225
1,10,1,13.14286,.625,2,10,10,2.302585,2.302585
0,0,1,13.14286,.857143,1.75,10,10,,2.302585
0,0,0,90,.285714,1.75,25,25,,3.218876
0,0,0,26.14286,.571429,1.75,15,15,,2.70805
0,0,0,39.28571,.571429,1.75,10,10,,2.302585
1,25,1,13.14286,.285714,1.75,10,17.5,3.218876,2.862201
1,15,1,13.14286,.625,2,15,7.4,2.70805,2.00148
0,0,1,13.14286,.857143,1.75,10,9,,2.197225
0,0,0,158,.111111,2.25,25,25,,3.218876
0,0,0,168.4286,.25,2,25,25,,3.218876
1,10,0,26.14286,.5,2,10,10,2.302585,2.302585
0,0,0,65.42857,.25,2,25,25,,3.218876
1,10,0,51.28571,.428571,1.75,10,10,2.302585,2.302585
0,0,0,158,.125,2,50,50,,3.912023
0,0,0,158,.125,2,50,50,,3.912023
0,0,0,51.28571,.285714,1.75,30,20,,2.995732
0,0,0,77.14286,.5,2,15,12.5,,2.525729
1,10,1,26.14286,.75,2,10,10,2.302585,2.302585
0,0,0,103.8571,.25,2,25,25,,3.218876
0,0,0,158,.125,2,50,50,,3.912023
1,10,0,51.28571,.5,2,10,10,2.302585,2.302585
1,15,1,13.14286,.25,2,25,17.5,2.70805,2.862201
1,10,1,51.28571,.5,2,10,10,2.302585,2.302585
1,10,0,51.28571,.5,2,10,10,2.302585,2.302585
0,0,0,143,.125,2,50,50,,3.912023
0,0,1,13.14286,.625,2,10,10,,2.302585
0,0,0,65.42857,.25,2,25,25,,3.218876
0,0,0,103.8571,.285714,1.75,25,25,,3.218876
0,0,0,39.28571,.714286,1.75,10,10,,2.302585
0,0,1,13.14286,.285714,1.75,25,25,,3.218876
1,10,1,13.14286,.857143,1.75,10,8.333333,2.302585,2.120264
0,0,0,26.14286,.714286,1.75,10,10,,2.302585
0,0,0,90,.285714,1.75,25,25,,3.218876
1,10,0,51.28571,.571429,1.75,10,10,2.302585,2.302585
0,0,0,90,.285714,1.75,25,25,,3.218876
0,0,0,77.14286,.285714,1.75,25,25,,3.218876
0,0,1,13.14286,.571429,1.75,10,10,,2.302585
0,0,0,77.14286,.285714,1.75,25,25,,3.218876
0,0,0,51.28571,.25,2,25,25,,3.218876
0,0,0,103.8571,.25,2,25,25,,3.218876
0,0,0,143,.111111,2.25,50,50,,3.912023
0,0,0,103.8571,.222222,2.25,25,25,,3.218876
1,15,0,51.28571,.375,2,15,11.66667,2.70805,2.456736
0,0,0,103.8571,.25,2,25,25,,3.218876
0,0,0,51.28571,.285714,1.75,25,25,,3.218876
1,10,1,26.14286,.75,2,7,9.333333,2.302585,2.233592
1,25,1,26.14286,.75,2,25,20,3.218876,2.995732
0,0,0,26.14286,.285714,1.75,20,35,,3.555348
1,10,1,13.14286,1,1.75,10,10,2.302585,2.302585
1,25,0,51.28571,.428571,1.75,25,20,3.218876,2.995732
0,0,0,103.8571,.428571,1.75,25,25,,3.218876
0,0,0,51.28571,.5,2,25,25,,3.218876
1,15,1,13.14286,.714286,1.75,15,13,2.70805,2.564949
1,15,0,26.14286,.714286,1.75,10,13,2.70805,2.564949
1,10,1,51.28571,.875,2,10,12.16667,2.302585,2.4987
1,10,1,13.14286,1,1.75,10,10,2.302585,2.302585
1,10,0,26.14286,.857143,1.75,10,10,2.302585,2.302585
1,25,0,51.28571,.285714,1.75,25,32.5,3.218876,3.48124
0,0,0,77.14286,.142857,1.75,100,100,,4.60517
1,20,1,13.14286,.5,2,15,16.25,2.995732,2.788093
0,0,0,103.8571,.5,2,25,21.25,,3.056357
1,10,1,13.14286,.857143,1.75,15,10.83333,2.302585,2.382628
1,10,1,13.14286,.857143,1.75,10,10,2.302585,2.302585
1,10,1,13.14286,.857143,1.75,10,10,2.302585,2.302585
0,0,0,51.28571,.428571,1.75,25,25,,3.218876
1,25,0,51.28571,.428571,1.75,25,25,3.218876,3.218876
1,5,0,103.8571,.444444,2.25,5,5,1.609438,1.609438
1,25,1,51.28571,.5,2,25,25,3.218876,3.218876
1,15,1,51.28571,.75,2,15,16.66667,2.70805,2.813411
1,10,1,13.14286,1,1.75,10,10,2.302585,2.302585
1,25,0,26.14286,.428571,1.75,30,26.66667,3.218876,3.283414
0,0,1,13.14286,.714286,1.75,25,25,,3.218876
1,25,0,51.28571,.375,2,25,33.33333,3.218876,3.506558
0,0,0,26.14286,.428571,1.75,50,41.66667,,3.729702
0,0,0,77.14286,.625,2,25,25,,3.218876
1,25,0,51.28571,.428571,1.75,25,25,3.218876,3.218876
1,30,0,65.42857,.375,2,30,30,3.401197,3.401197
1,10,1,13.14286,.857143,1.75,10,13.33333,2.302585,2.590267
0,0,1,51.28571,.5,2,25,28.75,,3.358638
1,15,1,13.14286,.714286,1.75,15,14,2.70805,2.639057
0,0,0,26.14286,.75,2,15,18.33333,,2.908721
1,20,1,51.28571,.625,2,20,18,2.995732,2.890372
0,0,0,51.28571,.5,2,35,27.5,,3.314186
1,10,1,13.14286,.857143,1.75,10,10,2.302585,2.302585
1,15,1,13.14286,.714286,1.75,10,13,2.70805,2.564949
1,25,1,26.14286,.625,2,5,9,3.218876,2.197225
0,0,1,13.14286,.428571,1.75,25,25,,3.218876
1,15,0,51.28571,.625,2,15,12,2.70805,2.484907
1,25,0,65.42857,.25,2,25,25,3.218876,3.218876
1,15,1,13.14286,.571429,1.75,15,15,2.70805,2.70805
1,15,1,51.28571,.875,2,10,8.5,2.70805,2.140066
1,25,0,195,.125,2,50,50,3.218876,3.912023
1,25,0,51.28571,.25,2,25,25,3.218876,3.218876
0,0,0,77.14286,.428571,1.75,25,21.66667,,3.075775
1,25,1,51.28571,1,2,25,15.66667,3.218876,2.751535
0,0,0,51.28571,.285714,1.75,25,37.5,,3.624341
0,0,0,120.1429,.25,2,50,37.5,,3.624341
0,0,0,158,.125,2,71,71,,4.26268
1,10,1,13.14286,.714286,1.75,10,10,2.302585,2.302585
1,25,0,51.28571,.333333,2.25,10,15,3.218876,2.70805
1,10,1,13.14286,.714286,1.75,10,10,2.302585,2.302585
1,10,1,51.28571,.75,2,10,10,2.302585,2.302585
1,25,0,51.28571,.25,2,25,25,3.218876,3.218876
0,0,1,13.14286,.714286,1.75,10,10,,2.302585
0,0,1,13.14286,.714286,1.75,10,16,,2.772589
1,20,0,51.28571,.5,2,20,15,2.995732,2.70805
1,10,1,51.28571,.875,2,10,10,2.302585,2.302585
0,0,1,26.14286,.875,2,10,10,,2.302585
1,10,1,26.14286,.875,2,10,10,2.302585,2.302585
1,10,1,26.14286,.875,2,10,10,2.302585,2.302585
1,10,1,51.28571,.875,2,10,10,2.302585,2.302585
1,15,1,26.14286,.875,2,10,9.25,2.70805,2.224623
1,15,1,13.14286,.714286,1.75,10,10,2.70805,2.302585
0,0,0,26.14286,.428571,1.75,25,25,,3.218876
0,0,0,26.14286,.428571,1.75,30,26.66667,,3.283414
0,0,1,13.14286,.428571,1.75,25,25,,3.218876
1,10,1,51.28571,.875,2,10,10,2.302585,2.302585
1,25,0,51.28571,.285714,1.75,25,25,3.218876,3.218876
0,0,0,77.14286,.428571,1.75,25,25,,3.218876
1,15,0,26.14286,.714286,1.75,15,12,2.70805,2.484907
0,0,0,90,.285714,1.75,25,37.5,,3.624341
0,0,0,26.14286,.428571,1.75,25,26.66667,,3.283414
0,0,0,65.42857,.111111,2.25,25,25,,3.218876
0,0,1,13.14286,.625,2,10,10,,2.302585
0,0,1,13.14286,.444444,2.25,5,6.25,,1.832582
0,0,0,51.28571,.444444,2.25,10,11.25,,2.420368
0,0,0,143,.333333,2.25,10,15,,2.70805
