kids,morekids,boys2,girls2,boy1st,boy2nd,samesex,multi2nd,age,agefstm,black,hispan,worked,weeks,hours,labinc,faminc,nonmomi,educ,agesq
2,0,0,0,1,0,0,0,25,18,1,0,0,0,0,0,5.04851,5.04851,9,625
4,1,0,1,0,0,1,0,32,21,1,0,0,0,0,0,15.7543,15.7543,10,1024
5,1,0,0,1,0,0,0,31,22,1,0,0,0,0,0,25.51545,25.51545,14,961
3,1,0,1,0,0,1,0,35,20,1,0,1,50,45,14.7047,38.32041,23.61569,10,1225
3,1,1,0,1,1,1,0,33,16,1,0,1,8,40,.85017,20.2885,20.2885,9,1089
3,1,1,0,1,1,1,0,28,19,1,0,0,0,0,0,26.46008,26.46008,12,784
3,1,0,0,1,0,0,0,26,20,1,0,1,40,40,8.82702,18.63016,9.80313,10,676
4,1,0,1,0,0,1,0,31,21,1,0,0,0,0,0,22.51363,22.51363,11,961
2,0,0,0,1,0,0,0,26,17,1,0,0,0,0,0,22.15677,22.15677,16,676
4,1,1,0,1,1,1,0,28,16,1,0,0,0,0,0,27.1528,27.1528,7,784
6,1,0,0,1,0,0,0,30,15,1,0,1,12,40,1.10207,10.43289,9.33082,7,900
3,1,0,0,1,0,0,0,33,20,1,0,1,52,40,12.60553,21.01272,8.40719,10,1089
3,1,0,0,1,0,0,0,31,19,1,0,1,48,40,6.30802,21.01272,14.7047,12,961
2,0,0,0,0,1,0,0,22,17,1,0,0,0,0,0,14.20091,14.20091,8,484
3,1,0,1,0,0,1,0,34,24,1,0,0,0,0,0,27.46767,27.46767,12,1156
2,0,0,1,0,0,1,0,30,21,1,0,1,48,40,29.56686,43.70478,14.13793,12,900
2,0,0,0,1,0,0,0,21,16,1,0,1,52,38,13.23529,14.29537,1.06008,17,441
4,1,0,0,0,1,0,0,35,21,1,0,1,52,40,29.39892,52.50031,23.10139,18,1225
3,1,0,1,0,0,1,0,24,16,1,0,0,0,0,0,12.60553,12.60553,12,576
4,1,1,0,1,1,1,0,28,16,1,0,1,16,40,7.29463,14.04347,6.74884,11,784
3,1,0,0,1,0,0,0,33,18,1,0,1,46,34,11.74488,21.43255,9.687679,12,1089
3,1,0,0,1,0,0,0,27,18,1,0,0,0,0,0,13.24578,13.24578,12,729
6,1,0,1,0,0,1,0,27,17,1,0,1,25,40,3.15926,11.56645,8.40719,11,729
3,1,0,1,0,0,1,0,27,18,1,0,0,0,0,0,37.79559,37.79559,13,729
4,1,0,0,1,0,0,0,25,19,1,0,0,0,0,0,26.04023,26.04023,7,625
3,1,0,0,1,0,0,0,30,17,1,0,1,52,40,19.95264,55.23975,35.28709,12,900
2,0,0,0,0,1,0,0,28,23,1,0,1,52,30,8.74305,21.41156,12.66851,12,784
4,1,0,0,1,0,0,0,31,18,1,0,0,0,0,0,14.82016,14.82016,10,961
2,0,0,1,0,0,1,0,32,21,1,0,1,34,40,14.7047,58.79784,44.09313,16,1024
2,0,0,0,0,1,0,0,34,27,1,0,0,0,0,0,29.39892,29.39892,12,1156
2,0,1,0,1,1,1,0,33,18,1,0,1,52,40,22.93347,29.29395,6.36049,11,1089
2,0,1,0,1,1,1,0,22,15,1,0,0,0,0,0,16.80388,16.80388,8,484
2,0,0,1,0,0,1,0,23,16,1,0,1,52,40,16.80388,48.30197,31.49809,12,529
2,0,0,0,0,1,0,0,29,19,1,0,1,32,40,7.56752,34.86725,27.29975,12,841
2,0,0,0,1,0,0,0,29,15,1,0,1,52,32,10.29645,47.76669,37.47022,12,841
2,0,0,1,0,0,1,0,31,21,1,0,1,36,40,27.08983,56.90859,29.81875,20,961
3,1,0,0,0,1,0,0,35,28,1,0,1,42,8,21.00222,35.20313,14.20091,16,1225
2,0,0,0,0,1,0,0,33,21,1,0,1,50,40,27.29975,42.00444,14.7047,12,1089
3,1,1,0,1,1,1,0,31,20,1,0,1,52,40,14.09595,43.85172,29.75578,14,961
5,1,1,0,1,1,1,0,35,20,1,0,0,0,0,0,0,0,8,1225
2,0,0,0,0,1,0,0,32,18,1,0,0,0,0,0,5.21645,5.21645,9,1024
2,0,0,1,0,0,1,0,31,21,1,0,1,36,24,9.036941,48.93172,39.89478,12,961
5,1,0,0,0,1,0,0,30,18,1,0,1,10,12,.7662,21.76842,21.00222,12,900
3,1,0,0,0,1,0,0,30,21,1,0,0,0,0,0,22.70255,22.70255,12,900
2,0,1,0,1,1,1,0,31,25,1,0,0,0,0,0,25.42098,25.42098,15,961
3,1,1,0,1,1,1,0,28,18,1,0,1,43,40,17.22372,42.08841,24.8647,11,784
2,0,0,0,1,0,0,0,33,24,1,0,1,10,20,2.65545,54.51553,51.86006,16,1089
2,0,0,0,1,0,0,0,32,16,0,1,1,45,40,8.40719,67.1945,58.78734,14,1024
5,1,1,0,1,1,1,0,29,17,1,0,0,0,0,0,5.8357,5.8357,12,841
4,1,0,1,0,0,1,0,26,19,1,0,1,1,8,.22041,19.12347,18.90305,11,676
5,1,0,1,0,0,1,0,34,17,1,0,1,52,40,11.34603,20.8133,9.46727,10,1156
6,1,0,0,1,0,0,0,34,19,1,0,1,42,32,9.98156,20.97073,10.98917,11,1156
4,1,0,1,0,0,1,0,28,18,1,0,1,52,40,10.50636,27.31023,16.80388,10,784
3,1,0,0,0,1,0,0,33,20,1,0,1,12,24,36.11625,75.22388,39.10759,12,1089
2,0,0,0,1,0,0,0,27,23,1,0,1,7,22,4.41876,27.71958,23.30081,14,729
3,1,1,0,1,1,1,0,35,19,1,0,0,0,0,0,31.38264,31.38264,12,1225
4,1,0,0,1,0,0,0,35,18,1,0,1,52,38,21.00222,52.50031,31.49809,12,1225
2,0,0,1,0,0,1,0,26,19,1,0,1,52,35,11.80784,33.56578,21.75792,12,676
2,0,0,0,0,1,0,0,29,18,1,0,0,0,0,0,54.589,54.589,13,841
2,0,1,0,1,1,1,0,32,27,1,0,0,0,0,0,50.39066,50.39066,14,1024
2,0,0,0,1,0,0,0,29,22,1,0,1,52,29,20.75033,31.45611,10.70578,11,841
4,1,0,0,0,1,0,0,24,17,1,0,0,0,0,0,20.49842,20.49842,7,576
3,1,0,1,0,0,1,0,31,20,1,0,1,52,8,23.10139,62.53438,39.43297,16,961
2,0,0,0,1,0,0,0,35,24,1,0,0,0,0,0,27.29975,27.29975,12,1225
4,1,0,0,1,0,0,0,35,19,1,0,1,50,40,15.79627,46.71709,30.92081,12,1225
2,0,1,0,1,1,1,0,25,20,1,0,0,0,0,0,44.25056,44.25056,14,625
4,1,0,0,0,1,0,0,25,19,1,0,0,0,0,0,15.29248,15.29248,8,625
2,0,0,0,1,0,0,0,28,18,1,0,1,52,40,23.10139,58.79784,35.69644,14,784
3,1,0,0,1,0,0,0,30,20,1,0,0,0,0,0,24.33991,24.33991,11,900
2,0,1,0,1,1,1,0,25,18,1,0,0,0,0,0,14.7047,14.7047,11,625
2,0,1,0,1,1,1,0,34,22,1,0,1,36,40,23.96206,75.78014,51.81809,19,1156
2,0,0,1,0,0,1,0,26,20,1,0,0,0,0,0,12.60553,12.60553,13,676
2,0,1,0,1,1,1,0,25,18,1,0,1,15,6,1.06008,3.26421,2.20413,12,625
2,0,0,0,0,1,0,0,29,22,1,0,0,0,0,0,35.02469,35.02469,12,841
3,1,1,0,1,1,1,0,29,19,1,0,1,10,40,2.29859,38.30991,36.01131,12,841
4,1,1,0,1,1,1,0,33,22,1,0,1,28,28,8.3862,23.23784,14.85165,12,1089
2,0,1,0,1,1,1,0,34,22,1,0,1,52,40,12.60553,36.23172,23.62619,12,1156
2,0,0,0,0,1,0,0,32,18,1,0,1,40,20,2.5295,9.677191,7.14768,9,1024
3,1,0,0,1,0,0,0,34,22,1,0,1,52,40,4.62868,16.18463,11.55595,12,1156
3,1,0,1,0,0,1,0,34,19,1,0,0,0,0,0,14.03297,14.03297,4,1156
3,1,0,0,1,0,0,0,29,20,1,0,0,0,0,0,16.80388,16.80388,7,841
4,1,1,0,1,1,1,0,30,19,1,0,0,0,0,0,37.72213,37.72213,12,900
3,1,0,0,1,0,0,0,27,17,1,0,1,50,24,16.80388,52.50031,35.69644,12,729
2,0,0,0,0,1,0,0,33,24,1,0,1,52,40,11.34603,47.47278,36.12675,15,1089
5,1,0,0,0,1,0,0,32,19,1,0,1,52,40,6.0981,23.95156,17.85347,12,1024
2,0,0,0,1,0,0,0,28,21,1,0,1,38,40,10.96818,16.71991,5.75173,15,784
2,0,1,0,1,1,1,0,30,20,1,0,1,52,40,27.29975,63.06966,35.76991,12,900
2,0,0,1,0,0,1,0,24,19,1,0,1,52,40,11.6819,24.0985,12.41661,12,576
3,1,1,0,1,1,1,0,29,24,1,0,1,45,50,15.10355,45.11122,30.00767,11,841
2,0,1,0,1,1,1,0,31,22,1,0,1,36,35,23.10139,44.10363,21.00222,18,961
5,1,0,0,1,0,0,0,31,21,1,0,0,0,0,0,7.65148,7.65148,12,961
4,1,1,0,1,1,1,0,25,21,1,0,0,0,0,0,17.64355,17.64355,12,625
3,1,0,1,0,0,1,0,27,15,1,0,1,52,40,12.39562,31.29867,18.90305,9,729
2,0,1,0,1,1,1,0,22,19,1,0,0,0,0,0,7.3576,7.3576,10,484
2,0,0,1,0,0,1,0,34,18,1,0,1,44,35,9.20488,54.75694,45.55206,12,1156
3,1,0,0,0,1,0,0,35,22,1,0,1,49,40,12.60553,21.86289,9.25735,12,1225
3,1,0,1,0,0,1,0,31,23,1,0,1,8,5,20.16255,41.16478,21.00222,11,961
3,1,1,0,1,1,1,0,26,17,1,0,0,0,0,0,31.49809,31.49809,10,676
4,1,0,0,0,1,0,0,35,22,1,0,0,0,0,0,29.39892,29.39892,12,1225
3,1,0,1,0,0,1,0,27,18,1,0,1,52,48,9.876611,9.876611,0,12,729
3,1,0,0,0,1,0,0,21,17,1,0,0,0,0,0,8.18677,8.18677,9,441
2,0,1,0,1,1,1,0,29,19,1,0,1,8,8,2.08868,13.74959,11.66091,12,841
3,1,1,0,1,1,1,0,24,20,1,0,1,52,40,10.50636,31.25669,20.75033,12,576
2,0,1,0,1,1,1,0,31,21,1,0,1,34,40,4.41876,51.65016,47.23138,12,961
3,1,0,0,0,1,0,0,27,21,1,0,1,12,40,2.10967,40.71347,38.60378,12,729
3,1,0,0,0,1,0,0,25,16,1,0,1,20,25,4.20884,13.67611,9.46727,11,625
2,0,0,0,0,1,0,0,21,17,1,0,1,50,40,14.7047,14.7047,0,12,441
3,1,1,0,1,1,1,0,35,22,0,1,1,52,40,14.20091,39.40147,25.20058,15,1225
2,0,0,1,0,0,1,0,34,27,1,0,1,52,40,28.60123,58.67188,30.07066,16,1156
2,0,0,0,1,0,0,0,26,22,1,0,0,0,0,0,52.97263,52.97263,12,676
5,1,1,0,1,1,1,0,33,19,1,0,0,0,0,0,50.18072,50.18072,12,1089
3,1,0,0,1,0,0,0,29,23,1,0,0,0,0,0,31.49809,31.49809,12,841
2,0,1,0,1,1,1,0,29,23,1,0,1,52,40,24.15098,59.84744,35.69644,16,841
2,0,0,1,0,0,1,0,28,18,1,0,0,0,0,0,25.20058,25.20058,12,784
4,1,1,0,1,1,1,0,28,20,1,0,1,20,40,11.78686,70.71063,58.92378,14,784
4,1,0,0,0,1,0,0,31,19,1,0,0,0,0,0,25.20058,25.20058,12,961
2,0,0,0,0,1,0,0,31,19,1,0,1,50,40,17.85347,38.85569,21.00222,12,961
3,1,0,0,1,0,0,0,31,21,1,0,0,0,0,0,16.80388,16.80388,12,961
2,0,0,0,1,0,0,0,31,25,1,0,1,52,48,25.20058,62.99619,37.79559,16,961
3,1,0,1,0,0,1,0,31,21,1,0,1,12,40,2.2776,33.77569,31.49809,12,961
4,1,0,0,0,1,0,0,33,17,1,0,1,47,40,23.10139,58.79784,35.69644,13,1089
2,0,1,0,1,1,1,0,27,22,0,1,0,0,0,0,34.64684,34.64684,14,729
3,1,1,0,1,1,1,0,34,23,1,0,0,0,0,0,16.80388,16.80388,12,1156
2,0,0,1,0,0,1,0,35,18,1,0,1,52,39,25.20058,65.35775,40.15719,16,1225
3,1,0,0,0,1,0,0,28,19,1,0,1,52,30,6.30802,37.80609,31.49809,12,784
2,0,0,0,1,0,0,0,24,19,1,0,0,0,0,0,25.20058,25.20058,12,576
3,1,0,0,0,1,0,0,24,20,1,0,0,0,0,0,23.10139,23.10139,12,576
3,1,1,0,1,1,1,0,32,22,1,0,1,42,40,10.75826,49.25709,38.49881,13,1024
4,1,0,1,0,0,1,0,33,16,1,0,1,50,20,4.20884,21.01272,16.80388,12,1089
2,0,0,0,0,1,0,0,31,19,1,0,1,39,40,10.9262,49.99181,39.06559,12,961
3,1,0,0,0,1,0,0,33,18,1,0,1,30,40,8.40719,22.27222,13.86504,14,1089
2,0,1,0,1,1,1,0,29,22,1,0,1,52,40,16.80388,37.00841,20.20453,15,841
2,0,1,0,1,1,1,0,32,24,1,0,1,40,30,8.74305,31.89694,23.15388,12,1024
2,0,0,0,0,1,0,0,29,22,1,0,1,52,40,19.11297,54.80941,35.69644,13,841
2,0,1,0,1,1,1,0,28,22,0,1,1,6,5,.64025,45.21619,44.57594,10,784
2,0,0,1,0,0,1,0,33,22,1,0,0,0,0,0,37.79559,37.79559,12,1089
2,0,0,1,0,0,1,0,27,17,1,0,1,25,40,15.7543,118.7817,103.0274,12,729
2,0,0,1,0,0,1,0,33,22,1,0,1,39,40,25.20058,42.00444,16.80388,18,1089
2,0,0,0,1,0,0,0,25,20,1,0,1,6,40,2.15165,18.95553,16.80388,13,625
2,0,0,0,1,0,0,0,30,22,1,0,0,0,0,0,24.88569,24.88569,12,900
4,1,0,1,0,0,1,0,22,16,1,0,0,0,0,0,35.69644,35.69644,11,484
2,0,0,0,1,0,0,0,26,20,1,0,1,32,8,7.39959,33.41881,26.01925,13,676
2,0,0,0,0,1,0,0,27,19,1,0,0,0,0,0,32.957,32.957,12,729
3,1,1,0,1,1,1,0,31,18,1,0,1,48,43,41.32222,54.66247,13.34024,10,961
3,1,0,1,0,0,1,0,28,20,1,0,0,0,0,0,23.10139,23.10139,12,784
3,1,0,0,0,1,0,0,32,18,0,1,0,0,0,0,18.91355,18.91355,12,1024
3,1,1,0,1,1,1,0,24,18,1,0,0,0,0,0,14.05396,14.05396,9,576
3,1,0,0,0,1,0,0,31,22,1,0,0,0,0,0,6.30802,6.30802,12,961
2,0,0,1,0,0,1,0,30,25,1,0,1,35,8,8.40719,31.50859,23.10139,14,900
2,0,0,0,1,0,0,0,25,18,1,0,1,52,40,16.86686,47.29438,30.42752,12,625
2,0,0,0,1,0,0,0,27,21,1,0,1,32,40,29.39892,77.71138,48.31247,12,729
3,1,0,1,0,0,1,0,33,22,1,0,1,48,40,16.80388,56.69866,39.89478,13,1089
3,1,1,0,1,1,1,0,31,17,1,0,1,52,40,21.19116,68.85288,47.66172,12,961
2,0,1,0,1,1,1,0,29,21,1,0,1,52,35,12.60553,20.60338,7.99785,14,841
2,0,0,0,1,0,0,0,31,19,1,0,1,52,40,14.7047,42.00444,27.29975,12,961
2,0,0,0,0,1,0,0,25,15,0,1,0,0,0,0,36.03231,36.03231,9,625
3,1,1,0,1,1,1,0,23,15,1,0,1,50,30,25.20058,42.00444,16.80388,10,529
2,0,0,0,1,0,0,0,25,20,1,0,1,52,30,10.9262,17.32867,6.40248,13,625
2,0,0,1,0,0,1,0,25,21,1,0,1,52,40,11.55595,14.50529,2.94934,12,625
3,1,1,0,1,1,1,0,32,19,1,0,1,6,20,2.90735,16.03768,13.13033,9,1024
8,1,0,0,0,1,0,0,34,20,1,0,0,0,0,0,9.83463,9.83463,12,1156
4,1,1,0,1,1,1,0,30,18,1,0,0,0,0,0,44.57594,44.57594,12,900
3,1,0,1,0,0,1,0,34,18,0,1,0,0,0,0,25.20058,25.20058,13,1156
2,0,0,1,0,0,1,0,28,19,0,1,0,0,0,0,45.17419,45.17419,12,784
2,0,0,0,1,0,0,0,27,19,1,0,1,44,80,13.86504,43.26394,29.39892,13,729
3,1,0,1,0,0,1,0,35,18,1,0,1,38,40,12.60553,39.90528,27.29975,12,1225
4,1,1,0,1,1,1,0,31,19,1,0,1,25,43,5.67826,19.7952,14.11694,7,961
2,0,1,0,1,1,1,0,25,18,1,0,1,50,40,12.1857,41.58463,29.39892,12,625
2,0,0,0,0,1,0,0,27,17,1,0,1,52,40,14.7047,48.30197,33.59725,14,729
2,0,0,0,1,0,0,0,22,16,1,0,1,52,40,15.41843,32.22231,16.80388,12,484
3,1,0,1,0,0,1,0,25,18,1,0,0,0,0,0,21.84189,21.84189,12,625
3,1,1,0,1,1,1,0,31,18,1,0,1,52,40,13.65512,27.31023,13.65512,11,961
3,1,0,1,0,0,1,0,28,17,1,0,1,50,40,10.50636,27.31023,16.80388,7,784
4,1,0,0,1,0,0,0,25,17,1,0,0,0,0,0,22.93347,22.93347,6,625
4,1,0,1,0,0,1,0,28,20,1,0,1,52,40,13.65512,38.85569,25.20058,7,784
2,0,0,1,0,0,1,0,26,19,1,0,0,0,0,0,1.06008,1.06008,2,676
3,1,1,0,1,1,1,0,24,21,1,0,0,0,0,0,17.38116,17.38116,10,576
3,1,1,0,1,1,1,0,30,22,1,0,1,4,15,.78719,41.17528,40.38809,14,900
2,0,0,0,0,1,0,0,29,24,0,1,0,0,0,0,46.19231,46.19231,12,841
2,0,0,1,0,0,1,0,27,22,1,1,1,50,40,15.7543,24.71777,8.96347,9,729
4,1,0,0,1,0,0,0,27,16,1,0,1,52,40,11.34603,13.24578,1.89975,6,729
3,1,0,0,0,1,0,0,27,22,1,0,0,0,0,0,19.11297,19.11297,11,729
3,1,0,1,0,0,1,0,22,19,1,0,0,0,0,0,23.10139,23.10139,12,484
4,1,1,0,1,1,1,0,35,19,1,0,1,40,40,10.50636,27.98197,17.47561,10,1225
2,0,0,0,0,1,0,0,29,21,0,1,0,0,0,0,15.7543,15.7543,14,841
5,1,0,0,1,0,0,0,34,18,1,0,1,52,35,10.50636,58.79784,48.29147,12,1156
2,0,0,0,0,1,0,0,24,18,1,0,1,52,40,16.80388,42.00444,25.20058,12,576
2,0,0,0,1,0,0,0,28,16,1,0,1,52,38,12.33264,46.41272,34.08006,12,784
5,1,0,0,0,1,0,0,30,17,1,0,0,0,0,0,5.25843,5.25843,11,900
3,1,0,0,0,1,0,0,33,19,1,0,1,20,28,.64025,24.02503,23.38478,12,1089
5,1,0,0,1,0,0,0,30,18,1,1,0,0,0,0,4.29281,4.29281,12,900
2,0,0,0,0,1,0,0,30,23,0,1,0,0,0,0,54.589,54.589,15,900
3,1,0,0,1,0,0,0,30,17,1,0,0,0,0,0,25.20058,25.20058,6,900
3,1,1,0,1,1,1,0,31,17,1,0,0,0,0,0,21.17016,21.17016,11,961
4,1,0,0,0,1,0,1,31,17,1,0,1,52,40,2.10967,23.11189,21.00222,11,961
2,0,0,0,0,1,0,0,26,19,1,0,0,0,0,0,22.93347,22.93347,14,676
3,1,0,0,0,1,0,0,35,24,0,1,0,0,0,0,23.76264,23.76264,7,1225
2,0,0,0,0,1,0,0,33,24,1,0,1,4,8,.11545,22.16727,22.05181,15,1089
2,0,0,1,0,0,1,0,33,18,0,1,0,0,0,0,7.15818,7.15818,12,1089
2,0,0,0,1,0,0,0,26,20,1,0,1,19,35,5.0695,22.37719,17.30767,12,676
2,0,0,1,0,0,1,0,26,15,1,0,1,26,40,.40934,39.91578,39.50644,12,676
2,0,0,0,1,0,0,0,28,20,1,0,1,52,40,23.10139,48.93172,25.83033,15,784
2,0,0,0,1,0,0,0,23,19,1,0,1,52,40,33.59725,68.40157,34.80428,10,529
5,1,0,1,0,0,1,0,32,15,1,0,1,30,38,10.50636,33.60775,23.10139,9,1024
2,0,0,1,0,0,1,0,29,19,1,0,0,0,0,0,23.10139,23.10139,12,841
6,1,0,0,1,0,0,0,32,23,1,0,0,0,0,0,13.86504,13.86504,12,1024
2,0,1,0,1,1,1,0,30,21,1,0,0,0,0,0,8.197269,8.197269,12,900
2,0,0,0,1,0,0,0,33,29,1,0,1,52,40,14.7047,26.25016,11.54545,12,1089
2,0,0,1,0,0,1,0,23,18,1,0,1,52,40,9.05793,22.28272,13.22479,12,529
3,1,0,0,1,0,0,0,29,18,1,0,1,50,40,13.65512,27.85603,14.20091,10,841
2,0,0,0,1,0,0,0,33,21,1,0,1,50,9,14.7047,28.35983,13.65512,12,1089
2,0,0,0,0,1,0,0,26,23,1,0,1,30,30,6.30802,16.81438,10.50636,9,676
2,0,0,0,0,1,0,0,34,25,1,0,1,40,40,18.90305,44.10363,25.20058,12,1156
2,0,1,0,1,1,1,0,26,19,0,1,1,52,38,6.30802,9.46727,3.15926,14,676
3,1,0,0,0,1,0,0,33,23,1,0,1,50,40,9.45677,17.79048,8.333719,12,1089
2,0,0,1,0,0,1,0,29,25,1,0,1,49,36,11.32504,36.85097,25.52594,12,841
2,0,0,1,0,0,1,0,34,22,1,0,1,52,40,21.00222,44.33453,23.33231,16,1156
4,1,0,1,0,0,1,0,25,17,1,0,0,0,0,0,23.3428,23.3428,11,625
2,0,0,0,1,0,0,0,31,22,1,0,1,30,40,6.30802,59.82644,53.51841,13,961
3,1,0,0,0,1,0,0,26,16,1,0,0,0,0,0,32.45322,32.45322,10,676
3,1,0,0,1,0,0,0,34,24,1,0,1,36,35,25.74636,39.63238,13.88603,17,1156
3,1,1,0,1,1,1,0,28,20,1,0,0,0,0,0,40.10469,40.10469,9,784
2,0,0,0,1,0,0,0,22,17,1,0,0,0,0,0,14.77818,14.77818,12,484
2,0,0,0,1,0,0,0,28,21,0,1,1,16,40,5.04851,28.14991,23.10139,12,784
3,1,0,0,0,1,0,0,25,19,1,0,0,0,0,0,18.90305,18.90305,12,625
3,1,0,0,1,0,0,0,30,20,1,0,1,52,40,12.60553,18.91355,6.30802,15,900
2,0,1,0,1,1,1,0,32,21,1,0,0,0,0,0,29.48289,29.48289,12,1024
2,0,0,0,1,0,0,0,28,25,1,0,1,52,40,42.83363,91.12506,48.29147,18,784
3,1,0,1,0,0,1,0,32,23,0,1,1,26,40,13.65512,80.83913,67.184,16,1024
2,0,0,0,1,0,0,0,27,17,1,0,1,34,40,14.7047,31.50859,16.80388,12,729
2,0,1,0,1,1,1,0,34,22,1,0,1,52,34,19.74272,40.49303,20.75033,12,1156
2,0,0,0,1,0,0,0,30,22,1,0,1,52,70,18.69313,35.497,16.80388,13,900
2,0,1,0,1,1,1,0,28,19,1,0,1,52,40,31.49809,73.49207,41.99394,13,784
2,0,0,0,0,1,0,0,32,19,1,0,1,52,40,25.20058,69.29369,44.09313,12,1024
2,0,0,0,0,1,0,0,25,18,1,0,1,14,40,6.72785,59.22816,52.50031,12,625
2,0,1,0,1,1,1,0,32,22,0,1,1,52,20,8.40719,37.81659,29.40941,8,1024
2,0,0,0,0,1,0,0,31,21,1,0,1,37,35,16.80388,101.8729,85.069,13,961
3,1,0,0,0,1,0,0,31,17,0,1,0,0,0,0,7.49405,7.49405,12,961
3,1,0,1,0,0,1,0,27,19,1,0,0,0,0,0,25.21106,25.21106,11,729
4,1,0,1,0,0,1,0,33,19,1,0,1,2,40,3.64206,29.9552,26.31313,12,1089
2,0,1,0,1,1,1,0,33,27,1,0,1,28,24,2.31959,86.297,83.97744,14,1089
4,1,0,0,0,1,0,0,31,23,0,1,1,52,40,25.20058,92.38464,67.184,15,961
2,0,0,0,1,0,0,0,28,23,0,1,0,0,0,0,56.68816,56.68816,10,784
2,0,0,0,1,0,0,0,33,27,0,1,1,48,40,14.7047,46.20278,31.49809,12,1089
3,1,0,0,1,0,0,0,27,20,0,1,0,0,0,0,47.26288,47.26288,12,729
3,1,0,0,1,0,0,0,25,19,0,1,1,2,40,.68223,17.07677,16.39453,10,625
4,1,1,0,1,1,1,0,32,19,0,1,1,26,40,14.7047,38.30991,23.6052,6,1024
2,0,0,1,0,0,1,0,30,23,0,1,0,0,0,0,79.78957,79.78957,15,900
2,0,1,0,1,1,1,0,32,25,0,1,0,0,0,0,72.50544,72.50544,14,1024
3,1,1,0,1,1,1,0,26,20,0,1,1,5,40,1.06008,26.26066,25.20058,12,676
3,1,0,0,1,0,0,0,35,21,0,1,1,12,40,1.06008,22.06231,21.00222,6,1225
3,1,0,0,1,0,0,0,26,19,0,1,1,8,40,.49331,21.49553,21.00222,6,676
4,1,0,0,1,0,0,0,33,19,0,1,1,32,20,5.25843,36.7565,36.7565,9,1089
5,1,0,0,1,0,0,0,26,18,0,1,0,0,0,0,29.06305,29.06305,8,676
4,1,1,0,1,1,1,0,29,16,0,1,1,52,40,18.06338,55.859,37.79559,13,841
7,1,0,1,0,0,1,0,30,19,0,1,1,12,25,2.10967,21.01272,18.90305,6,900
3,1,0,1,0,0,1,0,32,18,0,1,1,52,50,33.59725,67.1945,33.59725,12,1024
2,0,0,0,1,0,0,0,35,22,0,1,1,36,40,9.036941,40.75544,31.7185,5,1225
2,0,0,0,1,0,0,0,35,22,0,1,1,36,40,9.036941,40.75544,31.7185,5,1225
2,0,1,0,1,1,1,0,28,20,0,1,1,12,40,4.20884,26.69098,22.48214,6,784
2,0,1,0,1,1,1,0,32,22,0,1,0,0,0,0,16.42603,16.42603,12,1024
3,1,0,0,0,1,0,0,28,18,0,1,1,10,40,1.06008,15.42892,14.36884,8,784
3,1,0,0,0,1,0,0,33,17,0,1,0,0,0,0,12.60553,12.60553,3,1089
6,1,1,0,1,1,1,0,30,18,0,1,1,6,40,1.68983,14.29537,12.60553,8,900
5,1,0,1,0,0,1,0,34,19,0,1,0,0,0,0,18.21033,18.21033,8,1156
2,0,0,0,0,1,0,0,24,20,0,1,0,0,0,0,25.20058,25.20058,12,576
3,1,1,0,1,1,1,0,22,17,0,1,0,0,0,0,27.29975,27.29975,6,484
7,1,0,0,1,0,0,0,35,17,0,1,0,0,0,0,59.33313,59.33313,8,1225
4,1,0,0,0,1,0,0,35,22,0,1,0,0,0,0,17.0138,17.0138,3,1225
2,0,1,0,1,1,1,0,24,17,0,1,0,0,0,0,18.90305,18.90305,6,576
2,0,0,0,1,0,0,0,29,23,0,1,0,0,0,0,105.8193,105.8193,12,841
3,1,0,0,0,1,0,0,29,17,0,1,1,49,40,35.31859,89.58218,54.26363,12,841
2,0,0,1,0,0,1,0,27,21,0,1,0,0,0,0,31.07825,31.07825,13,729
3,1,0,0,1,0,0,1,33,25,0,1,0,0,0,0,25.20058,25.20058,10,1089
3,1,0,1,0,0,1,0,28,19,0,1,0,0,0,0,41.29072,41.29072,12,784
4,1,0,0,0,1,0,0,35,21,0,1,1,24,40,8.57512,8.60661,.03149,6,1225
3,1,0,1,0,0,1,0,26,17,0,1,0,0,0,0,21.00222,21.00222,9,676
3,1,0,1,0,0,1,0,27,18,0,1,1,12,40,3.15926,34.65734,31.49809,7,729
3,1,1,0,1,1,1,0,22,16,0,1,1,31,40,9.79264,39.27553,29.48289,3,484
4,1,0,0,0,1,0,0,29,18,0,1,0,0,0,0,14.7047,14.7047,5,841
2,0,0,0,0,1,0,0,35,24,0,1,1,52,40,45.12172,65.935,20.8133,14,1225
3,1,1,0,1,1,1,1,30,21,0,1,1,50,50,17.64355,40.53503,22.89148,14,900
2,0,0,1,0,0,1,0,32,27,0,1,1,2,10,.09446,35.79091,35.69644,14,1024
3,1,0,0,0,1,0,0,28,17,0,1,0,0,0,0,12.60553,12.60553,8,784
6,1,0,0,1,0,0,0,33,22,0,1,0,0,0,0,17.03478,17.03478,6,1089
2,0,0,0,0,1,0,0,31,19,0,1,1,16,40,4.20884,11.35652,7.14768,6,961
2,0,0,1,0,0,1,0,33,25,0,1,0,0,0,0,47.24188,47.24188,11,1089
2,0,0,1,0,0,1,0,26,22,0,1,1,40,40,13.27727,39.20206,25.92478,13,676
2,0,0,1,0,0,1,0,29,24,0,1,1,25,20,2.63446,53.94875,51.31428,14,841
